         4076295 function calls (3999034 primitive calls) in 8.830 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 interpolate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:26(binom_gen)
        1    0.000    0.000    0.000    0.000 fourier.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interpolation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:159(ZipNumpyUnpickler)
        1    0.000    0.000    0.000    0.000 _pswindows.py:313(<listcomp>)
        1    0.000    0.000    0.000    0.000 slicer_internal.py:558(UnifiedDataHandler)
        1    0.000    0.000    0.000    0.000 errors.py:310(HighlightColorScheme)
       18    0.000    0.000    0.000    0.000 builder.py:29(_binop)
       32    0.000    0.000    0.000    0.000 traitlets.py:3252(subclass_init)
        1    0.000    0.000    0.000    0.000 loader.py:797(ArgParseConfigLoader)
        4    0.000    0.000    0.000    0.000 magic.py:194(mark)
        2    0.000    0.000    0.000    0.000 base.py:145(__init__)
        1    0.000    0.000    0.000    0.000 vt100_parser.py:70(Vt100Parser)
        1    0.000    0.000    0.000    0.000 harwell_boeing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mmio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:128(MissingParameter)
       23    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 traceback.py:335(StackSummary)
        1    0.000    0.000    0.000    0.000 __init__.py:235(DeprecatedList)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 transports.py:172(DatagramTransport)
        1    0.000    0.000    0.000    0.000 thread.py:46(_WorkItem)
        1    0.000    0.000    0.000    0.000 _totals.py:5(Totals)
        1    0.000    0.000    0.000    0.000 _exceptions.py:116(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
        2    0.000    0.000    0.000    0.000 base.py:2066(_get_level_values)
        1    0.000    0.000    0.000    0.000 ticker.py:1983(MaxNLocator)
        1    0.000    0.000    0.000    0.000 backend_tools.py:73(ToolBase)
        1    0.000    0.000    0.000    0.000 image.py:1407(BboxImage)
        1    0.000    0.000    0.000    0.000 category.py:26(StrCategoryConverter)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dsolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 construct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _kdtree.py:287(node)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 slsqp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tnc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rbf.py:55(Rbf)
        1    0.000    0.000    0.000    0.000 measurements.py:1(<module>)
        8    0.000    0.000    0.000    0.000 docscrape.py:180(__setitem__)
        1    0.000    0.000    0.000    0.000 _disjoint_set.py:6(DisjointSet)
        1    0.000    0.000    0.000    0.000 pool.py:921(ThreadPool)
        4    0.000    0.000    0.000    0.000 validation.py:37(_deprecate_positional_args)
        1    0.000    0.000    0.000    0.000 _regression.py:174(__init__)
        3    0.000    0.000    0.000    0.000 _base.py:112(__init__)
        1    0.000    0.000    0.000    0.000 containers.py:417(List)
        1    0.000    0.000    0.000    0.000 errors.py:311(__init__)
       18    0.000    0.000    0.000    0.000 values.py:51(_binop)
        1    0.000    0.000    0.000    0.000 array_exprs.py:19(RewriteArrayExprs)
        1    0.000    0.000    0.000    0.000 _text.py:16(Text)
        1    0.000    0.000    0.000    0.000 ipstruct.py:28(Struct)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        1    0.000    0.000    0.000    0.000 alias.py:123(Alias)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:53(AutoSuggest)
       13    0.000    0.000    0.000    0.000 token.py:10(__init__)
        1    0.000    0.000    0.000    0.000 pep8.py:748(__init__)
        3    0.000    0.000    0.000    0.000 stdlib.py:712(_create_string_input_function)
        1    0.000    0.000    0.000    0.000 mio5.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mio5_params.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fortran_format_parser.py:95(ExpFormat)
        1    0.000    0.000    0.000    0.000 exceptions.py:24(ClickException)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        3    0.000    0.000    0.000    0.000 __init__.py:970(__init__)
        2    0.000    0.000    0.000    0.000 subprocess.py:171(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:128(<setcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:395(Deprecated)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 abc.py:166(InspectLoader)
        1    0.000    0.000    0.000    0.000 base_events.py:278(Server)
       13    0.000    0.000    0.000    0.000 decoder.py:162(_SimpleDecoder)
       15    0.000    0.000    0.000    0.000 results.py:457(<lambda>)
        4    0.000    0.000    0.000    0.000 _parser.py:319(jump)
        4    0.000    0.000    0.000    0.000 timedeltas.py:81(_field_accessor)
        1    0.000    0.000    0.000    0.000 rolling.py:683(BaseWindowGroupby)
        1    0.000    0.000    0.000    0.000 Image.py:2994(ImagePointHandler)
        1    0.000    0.000    0.000    0.000 core.py:4803(PrecededBy)
        1    0.000    0.000    0.000    0.000 _mathtext.py:540(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 specfun.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 qhull.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _nonlin.py:1550(<listcomp>)
        1    0.000    0.000    0.000    0.000 linesearch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zeros.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quadpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9224(semicircular_gen)
        1    0.000    0.000    0.000    0.000 _interpolate.py:132(_check_broadcast_up_to)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3606(__init__)
        1    0.000    0.000    0.000    0.000 scales.py:889(PseudoAxis)
       22    0.000    0.000    0.000    0.000 version.py:490(<lambda>)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:298(FlexiBLASController)
        1    0.000    0.000    0.000    0.000 resolver.py:12(BaseResolver)
        1    0.000    0.000    0.000    0.000 ansitowin32.py:16(StreamWrapper)
        2    0.000    0.000    0.000    0.000 scalars.py:137(__init__)
        1    0.000    0.000    0.000    0.000 bytecode.py:260(_ByteCode)
        1    0.000    0.000    0.000    0.000 explanation.py:73(Explanation)
        1    0.000    0.000    0.000    0.000 controls.py:250(FormattedTextControl)
        1    0.000    0.000    0.000    0.000 classes.py:606(Completion)
        1    0.000    0.000    0.000    0.000 idl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compat.py:172(LazyLoader)
        1    0.000    0.000    0.000    0.000 _core.py:69(__init__)
        4    0.000    0.000    0.000    0.000 core.py:1392(schema)
        4    0.000    0.000    0.000    0.000 {method 'replace' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 {built-in method gc.isenabled}
        1    0.000    0.000    0.000    0.000 __init__.py:1057(StreamHandler)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:211(AddrlistClass)
        1    0.000    0.000    0.000    0.000 _itertools.py:1(<module>)
        3    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 hashing.py:62(UserHashError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1257(IntegerFormat)
        8    0.000    0.000    0.000    0.000 config.py:875(inner)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        1    0.000    0.000    0.000    0.000 core.py:1338(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 extras.py:1833(__init__)
        1    0.000    0.000    0.000    0.000 docscrape.py:30(Reader)
        1    0.000    0.000    0.000    0.000 integer.py:235(UInt8Dtype)
        3    0.000    0.000    0.000    0.000 _util.py:34(register_writer)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:24(_XlsxStyler)
        2    0.000    0.000    0.000    0.000 Image.py:3669(register_extension)
        1    0.000    0.000    0.000    0.000 text.py:1448(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 widgets.py:595(RangeSlider)
        1    0.000    0.000    0.000    0.000 case.py:207(_AssertRaisesContext)
       10    0.000    0.000    0.000    0.000 case.py:1339(_deprecate)
        1    0.000    0.000    0.000    0.000 special_matrices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interface.py:1(<module>)
        1    0.000    0.000    0.000    0.000 eigen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 odepack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:205(multi_rv_generic)
        1    0.000    0.000    0.000    0.000 eval.py:135(EvalEnvironment)
        1    0.000    0.000    0.000    0.000 process_executor.py:514(_ExecutorManagerThread)
        1    0.000    0.000    0.000    0.000 regression.py:9(PredictionErrorDisplay)
        1    0.000    0.000    0.000    0.000 _base.py:182(_BaseHeterogeneousEnsemble)
        1    0.000    0.000    0.000    0.000 _forest.py:2285(ExtraTreesRegressor)
        1    0.000    0.000    0.000    0.000 ffi.py:161(_lib_fn_wrapper)
        1    0.000    0.000    0.000    0.000 ffi.py:237(OutputString)
        1    0.000    0.000    0.000    0.000 builtins.py:236(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:323(BitwiseLogicOperation)
        1    0.000    0.000    0.000    0.000 _serializable.py:11(Serializable)
        1    0.000    0.000    0.000    0.000 deep_tf.py:40(TFDeep)
        1    0.000    0.000    0.000    0.000 ultratb.py:1400(AutoFormattedTB)
        1    0.000    0.000    0.000    0.000 unistring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:26(Completion)
        1    0.000    0.000    0.000    0.000 domreg.py:1(<module>)
        7    0.000    0.000    0.000    0.000 cache.py:52(inference_state_function_cache)
        1    0.000    0.000    0.000    0.000 module_paths.py:1(<module>)
        1    0.000    0.000    0.000    0.000 miobase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 netcdf.py:1(<module>)
       13    0.000    0.000    0.000    0.000 imshow_utils.py:32(<genexpr>)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(UsageError)
        3    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        4    0.000    0.000    0.000    0.000 __init__.py:1710(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        4    0.000    0.000    0.000    0.000 encoder.py:482(_StructPackEncoder)
        1    0.000    0.000    0.000    0.000 message_listener.py:50(NullMessageListener)
        1    0.000    0.000    0.000    0.000 well_known_types.py:292(Duration)
        1    0.000    0.000    0.000    0.000 cache_data_api.py:152(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        1    0.000    0.000    0.000    0.000 core.py:5113(DelimitedList)
        1    0.000    0.000    0.000    0.000 win.py:48(tzres)
        1    0.000    0.000    0.000    0.000 win.py:125(tzwinbase)
        5    0.000    0.000    0.000    0.000 _validators.py:450(check_dtype_backend)
        1    0.000    0.000    0.000    0.000 transforms.py:1695(TransformWrapper)
        1    0.000    0.000    0.000    0.000 core.py:2315(_PendingSkip)
        1    0.000    0.000    0.000    0.000 codegen.py:83(_CFG)
        1    0.000    0.000    0.000    0.000 widgets.py:1536(RadioButtons)
        2    0.000    0.000    0.000    0.000 __init__.py:75(register)
        1    0.000    0.000    0.000    0.000 _base.py:204(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 legend_handler.py:524(__init__)
        1    0.000    0.000    0.000    0.000 polar.py:516(_ThetaShift)
        6    0.000    0.000    0.000    0.000 case.py:389(addTypeEqualityFunc)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
        1    0.000    0.000    0.000    0.000 _interpolate.py:792(PPoly)
        1    0.000    0.000    0.000    0.000 _polyint.py:18(_Interpolator1D)
        1    0.000    0.000    0.000    0.000 connection.py:268(PipeConnection)
        1    0.000    0.000    0.000    0.000 _tags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ffi.py:89(__enter__)
        1    0.000    0.000    0.000    0.000 builtins.py:171(<listcomp>)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:562(PrintIRCFG)
        1    0.000    0.000    0.000    0.000 _linear.py:17(LinearExplainer)
        2    0.000    0.000    0.000    0.000 traitlets.py:1110(observe_compat)
        1    0.000    0.000    0.000    0.000 cmd.py:52(Cmd)
        5    0.000    0.000    0.000    0.000 pretty.py:874(for_type_by_name)
        1    0.000    0.000    0.000    0.000 displaypub.py:34(DisplayPublisher)
        1    0.000    0.000    0.000    0.000 key_bindings.py:204(KeyBindings)
        1    0.000    0.000    0.000    0.000 containers.py:1319(ScrollOffsets)
        1    0.000    0.000    0.000    0.000 utils.py:17(_ExplodedList)
        1    0.000    0.000    0.000    0.000 margins.py:137(ConditionalMargin)
        1    0.000    0.000    0.000    0.000 function.py:127(FunctionValue)
        1    0.000    0.000    0.000    0.000 syntax_tree.py:50(<dictcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method now}
       17    0.000    0.000    0.000    0.000 traceback.py:298(__len__)
        1    0.000    0.000    0.000    0.000 subprocess.py:141(TimeoutExpired)
